Handle;Title;Body (HTML);Included in Online Store;Image Src;Option1 Name;Option1 Value;Option2 Name;Option2 Value;Option3 Name;Option3 Value;Variant Price;Variant Compare At Price;Track Inventory;;;;;Allow Out of Stock Purchases;Available Quantity;SKU;Weight Value;Weight Unit;Dimension Length;Dimension Width;Dimension Height;Dimension Unit;Product Label Enable;Label Title;Label Start Date;Label End Date;SEO Title;SEO Description
product-code-9021;Mother’s Day Dessert Box & Yellow Bouquet;Your mom's not like regular moms, right? She's a *cool* mom. Send a gift that's just as cool (and sweet!) as she is this Mother's Day with a dreamy duo of treats and flowers. With a bright pop of yellow, this bundle is ready to make its debut on mom's IG feed. Choose one of two vase designs to complete their gift.;TRUE;https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9021_6907_Mothers_Day_Dessert_Box_and_Yellow_Bouquet_vase_custom_floral.webp;Option;Single with Janes Garden Vase;;;;;$136.97;;TRUE;;;;;FALSE;150;;;;;;;;;;;;Mother’s Day Dessert Box & Yellow Bouquet;Your mom's not like regular moms, right? She's a *cool* mom. Send a gift that's just as cool (and sweet!) as she is this Mother's Day with a dreamy duo of 
product-code-9021;;;;https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9021_6907_Mothers_Day_Dessert_Box_and_Yellow_Bouquet_vase_custom_mosaic.webp;;Single with Modern Mosaic Vase;;;;;$136.97;;TRUE;;;;;FALSE;150;;;;;;;;;;;;Mother’s Day Dessert Box & Yellow Bouquet;Your mom's not like regular moms, right? She's a *cool* mom. Send a gift that's just as cool (and sweet!) as she is this Mother's Day with a dreamy duo of 
product-code-9021;;;;https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9021_6907_Mothers_Day_Dessert_Box_and_Yellow_Bouquet_vase_trumpet.webp;;Single with Clear Vase;;;;;$129.97;;TRUE;;;;;FALSE;150;;;;;;;;;;;;Mother’s Day Dessert Box & Yellow Bouquet;Your mom's not like regular moms, right? She's a *cool* mom. Send a gift that's just as cool (and sweet!) as she is this Mother's Day with a dreamy duo of 
product-code-9021;;;;https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9021_6907_Mothers_Day_Dessert_Box_and_Yellow_Bouquet_angled.webp;;Single Bouquet;;;;;$114.98;;TRUE;;;;;FALSE;150;;;;;;;;;;;;Mother’s Day Dessert Box & Yellow Bouquet;Your mom's not like regular moms, right? She's a *cool* mom. Send a gift that's just as cool (and sweet!) as she is this Mother's Day with a dreamy duo of 
product-code-9469;Mini Berry Arrangement;It's perfect for a quick snack or to brighten someone’s day, this lovely mini fruit arrangement makes any moment more magical. Enjoy!;TRUE;https://resources.ediblearrangements.com/resources/en-us/i/a/chocconf_Jan2025Mini_Berry_Arrangement.jpg;Option;Chocolate Confetti Berries;;;;;$29.99;;TRUE;;;;;FALSE;150;;;;;;;;;;;;Mini Berry Arrangement;It's perfect for a quick snack or to brighten someone’s day, this lovely mini fruit arrangement makes any moment more magical. Enjoy!
product-code-9469;;;;https://resources.ediblearrangements.com/resources/en-us/i/a/swizzeberrJan2025Mini_Berry_Arrangement.jpg;;Swizzle Berries®;;;;;$29.99;;TRUE;;;;;FALSE;150;;;;;;;;;;;;Mini Berry Arrangement;It's perfect for a quick snack or to brighten someone’s day, this lovely mini fruit arrangement makes any moment more magical. Enjoy!
product-code-9469;;;;https://resources.ediblearrangements.com/resources/en-us/i/a/hnhberry_Jan2025Mini_Berry_Arrangement.jpg;;Half and Half Berries;;;;;$29.99;;TRUE;;;;;FALSE;150;;;;;;;;;;;;Mini Berry Arrangement;It's perfect for a quick snack or to brighten someone’s day, this lovely mini fruit arrangement makes any moment more magical. Enjoy!
product-code-9469;;;;https://rescloud.ediblearrangements.com/ea-assets/resources/en-us/i/a/ConBerry_Jan2025Mini_Berry_Arrangement.webp;;Confetti Berries;;;;;$29.99;;TRUE;;;;;FALSE;150;;;;;;;;;;;;Mini Berry Arrangement;It's perfect for a quick snack or to brighten someone’s day, this lovely mini fruit arrangement makes any moment more magical. Enjoy!
product-code-9567;Mother's Day Delights Dessert Box;Thinking outside the box is overrated. Especially when a box this sweet is up for grabs. Make Mom’s day and gift her this assortment of chocolate-covered strawberries, cheesecake bites, and brownies. She may not share, but if she does…you’re first on the list.;TRUE;https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9567_7233_Mothers_Day_Delights_Dessert_Box.webp;Option;One Size;;;;;$54.99;;TRUE;;;;;FALSE;150;;;;;;;;;;;;Mother's Day Delights Dessert Box;Thinking outside the box is overrated. Especially when a box this sweet is up for grabs. Make Mom’s day and gift her this assortment of chocolate-covered s
product-code-9568;Bobbi's Relaxation Berries & Candle Gift Set;Comfort items are essential. This trio covers all the bases. It includes a plush bear, chocolate-dipped strawberries, and a candle. Perfect for anyone that needs a hug.;TRUE;https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9568_7234_Bobbis_Relaxation_Berries_and_Candle_Gift_Set_everyday.webp;Option;Signature Wrap;;;;;$82.97;;TRUE;;;;;FALSE;150;;;;;;;;;;;;Bobbi's Relaxation Berries & Candle Gift Set;Comfort items are essential. This trio covers all the bases. It includes a plush bear, chocolate-dipped strawberries, and a candle. Perfect for anyone that
product-code-9568;;;;https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9568_7234_Bobbis_Relaxation_Berries_and_Candle_Gift_Set_HBD.webp;;Happy Birthday Wrap;;;;;$82.97;;TRUE;;;;;FALSE;150;;;;;;;;;;;;Bobbi's Relaxation Berries & Candle Gift Set;Comfort items are essential. This trio covers all the bases. It includes a plush bear, chocolate-dipped strawberries, and a candle. Perfect for anyone that
product-code-9568;;;;https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9568_7234_Bobbis_Relaxation_Berries_and_Candle_Gift_Set_love.webp;;I Love You Wrap;;;;;$82.97;;TRUE;;;;;FALSE;150;;;;;;;;;;;;Bobbi's Relaxation Berries & Candle Gift Set;Comfort items are essential. This trio covers all the bases. It includes a plush bear, chocolate-dipped strawberries, and a candle. Perfect for anyone that
product-code-9570;Mother’s Day Fruit Arrangement Centerpiece Gift Set;Whether you know her as Mom or Mama, there's no better way to celebrate her than with this gorgeous centerpiece of dipped berries, fresh fruit, and our classic pineapple daisies. Paired with a relaxing soy candle and a mini balloon, this one will send her over the moon.;TRUE;https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9570_7235_Mothers_Day_Fruit_Arrangement_Centerpiece_Gift_Set_MOM.webp;Option;MOM;;;;;$167.97;;TRUE;;;;;FALSE;150;;;;;;;;;;;;Mother’s Day Fruit Arrangement Centerpiece Gift Set;Whether you know her as Mom or Mama, there's no better way to celebrate her than with this gorgeous centerpiece of dipped berries, fresh fruit, and our cla
product-code-9570;;;;https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9570_7235_Mothers_Day_Fruit_Arrangement_Centerpiece_Gift_Set_MAMA.webp;;MAMA;;;;;$167.97;;TRUE;;;;;FALSE;150;;;;;;;;;;;;Mother’s Day Fruit Arrangement Centerpiece Gift Set;Whether you know her as Mom or Mama, there's no better way to celebrate her than with this gorgeous centerpiece of dipped berries, fresh fruit, and our cla
product-code-9571;Bubbles, Berries, & Candle Gift Set;Think of the person that deserves the finer things in life. Then order this gift set, stat. It’s a class act that includes chocolate-dipped strawberries, non-alcoholic wine, and a candle. Whether you send it near or far, they’ll feel appreciated.;TRUE;https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9571_7236_Bubbles_Berries_and_Candle_Gift_Set_12ct.webp;Option;1 - 12ct box;;;;;$88.97;;TRUE;;;;;FALSE;150;;;;;;;;;;;;Bubbles, Berries, & Candle Gift Set;Think of the person that deserves the finer things in life. Then order this gift set, stat. It’s a class act that includes chocolate-dipped strawberries, n
product-code-9571;;;;https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9571_7236_Bubbles_Berries_and_Candle_Gift_Set_6ct.webp;;1 - 6ct box;;;;;$61.97;;TRUE;;;;;FALSE;150;;;;;;;;;;;;Bubbles, Berries, & Candle Gift Set;Think of the person that deserves the finer things in life. Then order this gift set, stat. It’s a class act that includes chocolate-dipped strawberries, n
product-code-9572;#1 Mom Arrangement & Balloon Gift Set;Who’s #1? Mom. That’s who. Make her ranking known with a gift set that includes fresh fruit, cookies, and a balloon. She’ll feel not only on the top of your list, but at the top of the world.;TRUE;https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9572_No1_Mom_Fruit_Arrangement_and_Balloon_Gift_Set_daisy_US.webp;Option;Daisy;;;;;$82.97;;TRUE;;;;;FALSE;150;;;;;;;;;;;;#1 Mom Arrangement & Balloon Gift Set;Who’s #1? Mom. That’s who. Make her ranking known with a gift set that includes fresh fruit, cookies, and a balloon. She’ll feel not only on the top of you
product-code-9572;;;;https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9572_No1_Mom_Fruit_Arrangement_and_Balloon_Gift_Set_MOM_US.webp;;MOM;;;;;$92.97;;TRUE;;;;;FALSE;150;;;;;;;;;;;;#1 Mom Arrangement & Balloon Gift Set;Who’s #1? Mom. That’s who. Make her ranking known with a gift set that includes fresh fruit, cookies, and a balloon. She’ll feel not only on the top of you
product-code-9573;Mother's Day Berry, Cheesecake, & Balloon Gift Set;Yes, we said “cheesecake.” Which already makes this gift set a winner. Yet we’d be remiss to not call out the chocolate-dipped strawberries and festive balloon — all carefully selected to celebrate Mom.;TRUE;https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9573_7238_Mothers_Day_Berry_Cheesecake_and_Balloon_Gift_Set.webp;Option;One Size;;;;;$39.97;;TRUE;;;;;FALSE;150;;;;;;;;;;;;Mother's Day Berry, Cheesecake, & Balloon Gift Set;Yes, we said “cheesecake.” Which already makes this gift set a winner. Yet we’d be remiss to not call out the chocolate-dipped strawberries and festive bal
product-code-9574;Mom's Berry, Cookie, & Balloon Gift Set;Ten out of ten moms agree: Gift sets delivered to their door are awesome. This one is proof. It includes chocolate-dipped strawberries, cookies, and a festive balloon — all to show her that you think she’s #1.;TRUE;https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9574_Moms_Berry_Cookie_and_Balloon_Gift_Set_MDAY_US.webp;Option;Mothers Day;;;;;$74.97;;TRUE;;;;;FALSE;150;;;;;;;;;;;;Mom's Berry, Cookie, & Balloon Gift Set;Ten out of ten moms agree: Gift sets delivered to their door are awesome. This one is proof. It includes chocolate-dipped strawberries, cookies, and a fest
product-code-9574;;;;https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9574_Moms_Berry_Cookie_and_Balloon_Gift_Set_HBD_US.webp;;Birthday;;;;;$73.97;;TRUE;;;;;FALSE;150;;;;;;;;;;;;Mom's Berry, Cookie, & Balloon Gift Set;Ten out of ten moms agree: Gift sets delivered to their door are awesome. This one is proof. It includes chocolate-dipped strawberries, cookies, and a fest
product-code-9574;;;;https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9574_Moms_Berry_Cookie_and_Balloon_Gift_Set_ILY_US.webp;;I Love You;;;;;$73.97;;TRUE;;;;;FALSE;150;;;;;;;;;;;;Mom's Berry, Cookie, & Balloon Gift Set;Ten out of ten moms agree: Gift sets delivered to their door are awesome. This one is proof. It includes chocolate-dipped strawberries, cookies, and a fest
product-code-9576;Mom's Fresh & Fruity Gift Set;Send this fruit bouquet with a full heart. A beautiful assortment of carved fruit is accented by a festive Mother’s Day mini balloon. She’ll definitely feel the love.;TRUE;https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9576_Moms_Fresh_and_Fruity_Gift_Set.webp;Option;One Size;;;;;$62.98;;TRUE;;;;;FALSE;150;;;;;;;;;;;;Mom's Fresh & Fruity Gift Set;Send this fruit bouquet with a full heart. A beautiful assortment of carved fruit is accented by a festive Mother’s Day mini balloon. She’ll definitely fee
product-code-9577;Mom's Luxe Chocolates & Dessert Board Gift Set;Our moms have taught us to shine as bright as possible, and because of that, we made a gift to make sure that they can do the same. Brighten their day with smile-worthy gifts, and LOTS of chocolate.;TRUE;https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9577_7241_Moms_Luxe_Chocolates_and_Dessert_Board_Gift_Set.webp;Option;One Size;;;;;$94.98;;TRUE;;;;;FALSE;150;;;;;;;;;;;;Mom's Luxe Chocolates & Dessert Board Gift Set;Our moms have taught us to shine as bright as possible, and because of that, we made a gift to make sure that they can do the same. Brighten their day with
product-code-9578;Mother's Day Just Desserts Gift Set;The only word you ever need to know: dessert. The only thing you need to do this Mother’s Day: Send her a box full of them. This set of sweet treats and non-alcoholic wine does the trick. Carefully selected, it’s meant for immediate satisfaction, but everlasting appreciation.;TRUE;https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9578_7242_Mothers_Day_Just_Desserts_Gift_Set.webp;Option;One Size;;;;;$71.98;;TRUE;;;;;FALSE;150;;;;;;;;;;;;Mother's Day Just Desserts Gift Set;The only word you ever need to know: dessert. The only thing you need to do this Mother’s Day: Send her a box full of them. This set of sweet treats and no
product-code-9579;Mother's Day Dessert Board & Balloon Trio;Dessert boards are made for sharing. But we won’t blame Mom is she keeps this one all to herself. Great for Mother’s Day gifting, this comes with an assortment of sweet treats, as well as a trio of balloons.;TRUE;https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9579_7243_Mom_Deserves_It_Dessert_Board_and_Balloon_Trio.webp;Option;One Size;;;;;$89.98;;TRUE;;;;;FALSE;150;;;;;;;;;;;;Mother's Day Dessert Board & Balloon Trio;Dessert boards are made for sharing. But we won’t blame Mom is she keeps this one all to herself. Great for Mother’s Day gifting, this comes with an assort
product-code-9580;Mother's Day Luxe Chocolates & Bouquet Gift Set;This bouquet puts on quite the show. Dazzle mom with vibrant blooms delivered in an artist-designed vase. While we expect it will be front-and-center on her dining room table, there’s also no doubt that its sweet accompaniment, a 12-piece package of deluxe chocolates, will make an impression, as well.;TRUE;https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9580_7244_Mothers_Day_Luxe_Chocolates_and_Premium_Bouquet_Gift_Set_pitcher.webp;Option;Single with Janes Garden Pitcher;;;;;$124.97;;TRUE;;;;;FALSE;150;;;;;;;;;;;;Mother's Day Luxe Chocolates & Bouquet Gift Set;This bouquet puts on quite the show. Dazzle mom with vibrant blooms delivered in an artist-designed vase. While we expect it will be front-and-center on he
product-code-9580;;;;https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9580_7244_Mothers_Day_Luxe_Chocolates_and_Premium_Bouquet_Gift_Set_floral.webp;;Single with Janes Garden Vase;;;;;$121.97;;TRUE;;;;;FALSE;150;;;;;;;;;;;;Mother's Day Luxe Chocolates & Bouquet Gift Set;This bouquet puts on quite the show. Dazzle mom with vibrant blooms delivered in an artist-designed vase. While we expect it will be front-and-center on he
product-code-9580;;;;https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9580_7244_Mothers_Day_Luxe_Chocolates_and_Premium_Bouquet_Gift_Set_moasic.webp;;Single with Modern Mosaic Vase;;;;;$121.97;;TRUE;;;;;FALSE;150;;;;;;;;;;;;Mother's Day Luxe Chocolates & Bouquet Gift Set;This bouquet puts on quite the show. Dazzle mom with vibrant blooms delivered in an artist-designed vase. While we expect it will be front-and-center on he
product-code-9580;;;;https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9580_7244_Mothers_Day_Luxe_Chocolates_and_Premium_Bouquet_Gift_Set_angled.webp;;Single Bouquet;;;;;$99.98;;TRUE;;;;;FALSE;150;;;;;;;;;;;;Mother's Day Luxe Chocolates & Bouquet Gift Set;This bouquet puts on quite the show. Dazzle mom with vibrant blooms delivered in an artist-designed vase. While we expect it will be front-and-center on he
product-code-9581;Mother's Day Arrangement & Dessert Board Gift Set;"Oh, mom. She really is the sweetest. And what says ""you're the sweetest"" like delicious, blissful bites of fruit? Send this gift set and you'll be receiving your own ""you're the sweetest!"" messages before long.";TRUE;https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9581_7258_Mothers_Day_Celebration_Arrangement_and_Dessert_Board_Gift_Set_MOM.webp;Option;MOM;;;;;$159.98;;TRUE;;;;;FALSE;150;;;;;;;;;;;;Mother's Day Arrangement & Dessert Board Gift Set;"Oh, mom. She really is the sweetest. And what says ""you're the sweetest"" like delicious, blissful bites of fruit? Send this gift set and you'll be receivin"
product-code-9581;;;;https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9581_7258_Mothers_Day_Celebration_Arrangement_and_Dessert_Board_Gift_Set_MAMA.webp;;MAMA;;;;;$159.98;;TRUE;;;;;FALSE;150;;;;;;;;;;;;Mother's Day Arrangement & Dessert Board Gift Set;"Oh, mom. She really is the sweetest. And what says ""you're the sweetest"" like delicious, blissful bites of fruit? Send this gift set and you'll be receivin"
product-code-9586;Mother's Day Berries & Bubbles Gift Set;For the mom who has it all (including fabulous friends and family, such as yourself), we present the perfect gift: a crate filled with fresh strawberries, Wander + Found non-alcoholic wine, and a Candlefish candle. Bonus points if she reuses the crate for gardening supplies, bath items, or thank-you notes — which you are sure to receive.;TRUE;https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9586_7250_Mothers_Day_Berries_and_Bubbles_Gift_Set_boxed.webp;Option;One Size;;;;;$99.99;;TRUE;;;;;FALSE;150;;;;;;;;;;;;Mother's Day Berries & Bubbles Gift Set;For the mom who has it all (including fabulous friends and family, such as yourself), we present the perfect gift: a crate filled with fresh strawberries, 
product-code-9591;Mom's Favorites Berry, Bouquet, & Candle Gift Set;Mom doesn’t play favorites with her kids (if she did, you’d be top pick for sure). But she does with gifts. And this set includes her top three: a flower bouquet, chocolate-dipped strawberries, and a candle. Cover all the bases and have it delivered in time for her special day.;TRUE;https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9591_7253_Moms_Favorites_Berry_Yellow_Bouquet_and_Candle_Gift_Set_vase_custom_mosaic.webp;Option;Single with Modern Mosaic Vase;;;;;$126.96;;TRUE;;;;;FALSE;150;;;;;;;;;;;;Mom's Favorites Berry, Bouquet, & Candle Gift Set;Mom doesn’t play favorites with her kids (if she did, you’d be top pick for sure). But she does with gifts. And this set includes her top three: a flower b
product-code-9591;;;;https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9591_7253_Moms_Favorites_Berry_Yellow_Bouquet_and_Candle_Gift_Set_vase_custom_floral.webp;;Single with Janes Garden Vase;;;;;$126.96;;TRUE;;;;;FALSE;150;;;;;;;;;;;;Mom's Favorites Berry, Bouquet, & Candle Gift Set;Mom doesn’t play favorites with her kids (if she did, you’d be top pick for sure). But she does with gifts. And this set includes her top three: a flower b
product-code-9591;;;;https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9591_7253_Moms_Favorites_Berry_Yellow_Bouquet_and_Candle_Gift_Set_vase_trumpet.webp;;Single with Clear Vase;;;;;$119.96;;TRUE;;;;;FALSE;150;;;;;;;;;;;;Mom's Favorites Berry, Bouquet, & Candle Gift Set;Mom doesn’t play favorites with her kids (if she did, you’d be top pick for sure). But she does with gifts. And this set includes her top three: a flower b
product-code-9591;;;;https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9591_7253_Moms_Favorites_Berry_Yellow_Bouquet_and_Candle_Gift_Set_angled.webp;;Single Bouquet;;;;;$104.97;;TRUE;;;;;FALSE;150;;;;;;;;;;;;Mom's Favorites Berry, Bouquet, & Candle Gift Set;Mom doesn’t play favorites with her kids (if she did, you’d be top pick for sure). But she does with gifts. And this set includes her top three: a flower b
product-code-9592;Mother's Day Dipped Strawberries, Cookie, & Bouquet Gift Set;A hint of sweetness. A touch of indulgence. And a flower bouquet for show. Treat mom to all three with this gift set, which includes fresh blooms, along with cookies and chocolate-dipped strawberries. A class act, indeed.;TRUE;https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9592_Mothers_Day_Dipped_Strawberries_Cookie_and_Bouquet_Gift_Set_US_vase_custom_mosaic.webp;Option;Single with Modern Mosaic Vase;;;;;$121.96;;TRUE;;;;;FALSE;150;;;;;;;;;;;;Mother's Day Dipped Strawberries, Cookie, & Bouquet Gift Set;A hint of sweetness. A touch of indulgence. And a flower bouquet for show. Treat mom to all three with this gift set, which includes fresh blooms, along wi
product-code-9592;;;;https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9592_Mothers_Day_Dipped_Strawberries_Cookie_and_Bouquet_Gift_Set_US_vase_custom_floral.webp;;Single with Janes Garden Vase;;;;;$121.96;;TRUE;;;;;FALSE;150;;;;;;;;;;;;Mother's Day Dipped Strawberries, Cookie, & Bouquet Gift Set;A hint of sweetness. A touch of indulgence. And a flower bouquet for show. Treat mom to all three with this gift set, which includes fresh blooms, along wi
product-code-9592;;;;https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9592_Mothers_Day_Dipped_Strawberries_Cookie_and_Bouquet_Gift_Set_US_vase_trumpet.webp;;Single with Clear Vase;;;;;$114.96;;TRUE;;;;;FALSE;150;;;;;;;;;;;;Mother's Day Dipped Strawberries, Cookie, & Bouquet Gift Set;A hint of sweetness. A touch of indulgence. And a flower bouquet for show. Treat mom to all three with this gift set, which includes fresh blooms, along wi
product-code-9592;;;;https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9592_Mothers_Day_Dipped_Strawberries_Cookie_and_Bouquet_Gift_Set_US_angled.webp;;Single Bouquet;;;;;$99.97;;TRUE;;;;;FALSE;150;;;;;;;;;;;;Mother's Day Dipped Strawberries, Cookie, & Bouquet Gift Set;A hint of sweetness. A touch of indulgence. And a flower bouquet for show. Treat mom to all three with this gift set, which includes fresh blooms, along wi
