web-scraper-order,web-scraper-start-url,item_link,item_link-href,item_name,product_id,item_description,item_ingredients,item_price,item_img-src,item_option,item_options_img-src
"1749021597-43","https://www.ediblearrangements.com/new-for-the-season","Best Dad Ever Dipped Berries & Balloon Gift SetTwo Sizes Starting At$77.28","https://www.ediblearrangements.com/fruit-gifts/best-dad-ever-dipped-berries-balloons-9125?ArrangementGroupID=667","Best Dad Ever Dipped Berries & Balloon Gift Set","Product Code: 9125","This Father's Day, don't get your dad just anything. Tell him what he really needs to hear with a hand-dipped strawberry dessert box that says he's the Best Dad Ever. Not enough for him? Don't worry, we've got balloons.","[{""item_ingredients"":""White Chocolate Molded Letter A""},{""item_ingredients"":""White Chocolate Molded Letter B""},{""item_ingredients"":""White Chocolate Molded Letter - D""},{""item_ingredients"":""White Chocolate Molded Letter - E""},{""item_ingredients"":""White Chocolate Molded Letter - R""},{""item_ingredients"":""White Chocolate Molded Letter S""},{""item_ingredients"":""White Chocolate Molded Letter T""},{""item_ingredients"":""White Chocolate Molded Letter - V""},{""item_ingredients"":""White Chocolate Strawberry""},{""item_ingredients"":""Semisweet Chocolate Dipped Strawberries""}]","$77.28","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9125_6967_Best_Dad_Ever_Dipped_Berries_and_Balloons_everyday.webp","I Love You Wrap","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9125_6967_Best_Dad_Ever_Dipped_Berries_and_Balloons_love.webp"
"1749021600-44","https://www.ediblearrangements.com/new-for-the-season","Father's Day Dessert Board & BalloonsTwo Sizes Starting At$77.28","https://www.ediblearrangements.com/fruit-gifts/father-s-day-dessert-board-balloons-9124?ArrangementGroupID=667","Father's Day Dessert Board & Balloons","Product Code: 9124","The Best Dad Ever deserves a lot of things, but nothing tops decadent brownies, hand-dipped strawberries, fresh blueberries, and the biggest of Father's Day balloons.							



Small dessert board serves 2 to 4 people.


Medium dessert board serves 6 to 10 people.","[{""item_ingredients"":""Orange Half Slices""},{""item_ingredients"":""Fresh Grapes""},{""item_ingredients"":""Brownie""},{""item_ingredients"":""White Chocolate Molded Letter B""},{""item_ingredients"":""White Chocolate Molded Letter - D""},{""item_ingredients"":""White Chocolate Molded Letter - E""},{""item_ingredients"":""White Chocolate Molded Letter - R""},{""item_ingredients"":""White Chocolate Molded Letter S""},{""item_ingredients"":""White Chocolate Molded Letter T""},{""item_ingredients"":""White Chocolate Molded Letter - V""},{""item_ingredients"":""Strawberries""},{""item_ingredients"":""Semisweet Chocolate Dipped Strawberries""},{""item_ingredients"":""White and Semisweet Chocolate Dipped Bananas""},{""item_ingredients"":""Blueberries""},{""item_ingredients"":""White Chocolate Strawberry""},{""item_ingredients"":""Cheesecake - Half Fresh Strawberry""}]","$117.28","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9124_6966_Fathers_Day_Dessert_Board_and_Balloons_12in.webp","Medium","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9124_6966_Fathers_Day_Dessert_Board_and_Balloons_12in.webp"
"1749021600-45","https://www.ediblearrangements.com/new-for-the-season","Father's Day Dessert Board & BalloonsTwo Sizes Starting At$77.28","https://www.ediblearrangements.com/fruit-gifts/father-s-day-dessert-board-balloons-9124?ArrangementGroupID=667","Father's Day Dessert Board & Balloons","Product Code: 9124","The Best Dad Ever deserves a lot of things, but nothing tops decadent brownies, hand-dipped strawberries, fresh blueberries, and the biggest of Father's Day balloons.							



Small dessert board serves 2 to 4 people.


Medium dessert board serves 6 to 10 people.","[{""item_ingredients"":""Orange Half Slices""},{""item_ingredients"":""Fresh Grapes""},{""item_ingredients"":""Brownie""},{""item_ingredients"":""White Chocolate Molded Letter B""},{""item_ingredients"":""White Chocolate Molded Letter - D""},{""item_ingredients"":""White Chocolate Molded Letter - E""},{""item_ingredients"":""White Chocolate Molded Letter - R""},{""item_ingredients"":""White Chocolate Molded Letter S""},{""item_ingredients"":""White Chocolate Molded Letter T""},{""item_ingredients"":""White Chocolate Molded Letter - V""},{""item_ingredients"":""Strawberries""},{""item_ingredients"":""Semisweet Chocolate Dipped Strawberries""},{""item_ingredients"":""White and Semisweet Chocolate Dipped Bananas""},{""item_ingredients"":""Blueberries""},{""item_ingredients"":""White Chocolate Strawberry""},{""item_ingredients"":""Cheesecake - Half Fresh Strawberry""}]","$77.28","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9124_6966_Fathers_Day_Dessert_Board_and_Balloons_12in.webp","Small","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9124_6966_Fathers_Day_Dessert_Board_and_Balloons_9in.webp"
"1749021602-46","https://www.ediblearrangements.com/new-for-the-season","Dad's Fresh Fruit ArrangementFour Sizes Starting At$50.99","https://www.ediblearrangements.com/fruit-gifts/fresh-fruit-set-for-dad?ArrangementGroupID=667","Dad's Fresh Fruit Arrangement","Product Code: 8465","Customize this gift to let Dad or Pop know he's the freshest around with a fresh fruit arrangement made with classic fruit favorites. With pineapple stars, strawberries, cantaloupe, and honeydew, Dad might just start thanking you for the gift.","[{""item_ingredients"":""Honeydew Wedges""},{""item_ingredients"":""Cantaloupe Wedges""},{""item_ingredients"":""Pineapple Stars""},{""item_ingredients"":""Strawberries""},{""item_ingredients"":""D Shaped Pineapple""},{""item_ingredients"":""A Shaped Pineapple""}]","$63.74","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/8465_6474_Dads_Fresh_Fruit_Arrangement_DAD_rg_s.webp","Regular with Dad","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/8465_6474_Dads_Fresh_Fruit_Arrangement_DAD_rg_s.webp"
"1749021602-47","https://www.ediblearrangements.com/new-for-the-season","Dad's Fresh Fruit ArrangementFour Sizes Starting At$50.99","https://www.ediblearrangements.com/fruit-gifts/fresh-fruit-set-for-dad?ArrangementGroupID=667","Dad's Fresh Fruit Arrangement","Product Code: 8465","Customize this gift to let Dad or Pop know he's the freshest around with a fresh fruit arrangement made with classic fruit favorites. With pineapple stars, strawberries, cantaloupe, and honeydew, Dad might just start thanking you for the gift.","[{""item_ingredients"":""Honeydew Wedges""},{""item_ingredients"":""Cantaloupe Wedges""},{""item_ingredients"":""Pineapple Stars""},{""item_ingredients"":""Strawberries""},{""item_ingredients"":""D Shaped Pineapple""},{""item_ingredients"":""A Shaped Pineapple""}]","$50.99","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/8465_6474_Dads_Fresh_Fruit_Arrangement_DAD_rg_s.webp","Petite with Dad","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/8465_6474_Dads_Fresh_Fruit_Arrangement_DAD_pt_s.webp"
"1749021602-48","https://www.ediblearrangements.com/new-for-the-season","Dad's Fresh Fruit ArrangementFour Sizes Starting At$50.99","https://www.ediblearrangements.com/fruit-gifts/fresh-fruit-set-for-dad?ArrangementGroupID=667","Dad's Fresh Fruit Arrangement","Product Code: 8465","Customize this gift to let Dad or Pop know he's the freshest around with a fresh fruit arrangement made with classic fruit favorites. With pineapple stars, strawberries, cantaloupe, and honeydew, Dad might just start thanking you for the gift.","[{""item_ingredients"":""Honeydew Wedges""},{""item_ingredients"":""Cantaloupe Wedges""},{""item_ingredients"":""Pineapple Stars""},{""item_ingredients"":""Strawberries""},{""item_ingredients"":""D Shaped Pineapple""},{""item_ingredients"":""A Shaped Pineapple""}]","$63.74","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/8465_6474_Dads_Fresh_Fruit_Arrangement_DAD_rg_s.webp","Regular with Pop","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/8465_6474_Dads_Fresh_Fruit_Arrangement_POP_rg_s.webp"
"1749021602-49","https://www.ediblearrangements.com/new-for-the-season","Dad's Fresh Fruit ArrangementFour Sizes Starting At$50.99","https://www.ediblearrangements.com/fruit-gifts/fresh-fruit-set-for-dad?ArrangementGroupID=667","Dad's Fresh Fruit Arrangement","Product Code: 8465","Customize this gift to let Dad or Pop know he's the freshest around with a fresh fruit arrangement made with classic fruit favorites. With pineapple stars, strawberries, cantaloupe, and honeydew, Dad might just start thanking you for the gift.","[{""item_ingredients"":""Honeydew Wedges""},{""item_ingredients"":""Cantaloupe Wedges""},{""item_ingredients"":""Pineapple Stars""},{""item_ingredients"":""Strawberries""},{""item_ingredients"":""D Shaped Pineapple""},{""item_ingredients"":""A Shaped Pineapple""}]","$50.99","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/8465_6474_Dads_Fresh_Fruit_Arrangement_DAD_rg_s.webp","Petite with Pop","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/8465_6474_Dads_Fresh_Fruit_Arrangement_POP_pt_s.webp"
"1749021604-50","https://www.ediblearrangements.com/new-for-the-season","All Star Dad Fresh Fruit ArrangementSix Sizes Starting At$76.49","https://www.ediblearrangements.com/fruit-gifts/all-star-dad-celebration-8466?ArrangementGroupID=667","All Star Dad Fresh Fruit Arrangement","Product Code: 8466","Make dad, pop, or papa the star of the show with a custom pineapple topper, juicy strawberries, sweet canteloupe, crisp honeydew, and mouth-watering pineapple stars. It's Father's Day! Feed his main character energy with a gift that's all about him.","[{""item_ingredients"":""Honeydew Wedges""},{""item_ingredients"":""Cantaloupe Wedges""},{""item_ingredients"":""Pineapple Stars""},{""item_ingredients"":""Strawberries""},{""item_ingredients"":""A Shaped Pineapple""},{""item_ingredients"":""D Shaped Pineapple""}]","$84.99","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/8466_6475_All_Star_Dad_Fresh_Fruit_Arrangement_DAD_lg_s.webp","Large with Dad","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/8466_6475_All_Star_Dad_Fresh_Fruit_Arrangement_DAD_lg_s.webp"
"1749021604-51","https://www.ediblearrangements.com/new-for-the-season","All Star Dad Fresh Fruit ArrangementSix Sizes Starting At$76.49","https://www.ediblearrangements.com/fruit-gifts/all-star-dad-celebration-8466?ArrangementGroupID=667","All Star Dad Fresh Fruit Arrangement","Product Code: 8466","Make dad, pop, or papa the star of the show with a custom pineapple topper, juicy strawberries, sweet canteloupe, crisp honeydew, and mouth-watering pineapple stars. It's Father's Day! Feed his main character energy with a gift that's all about him.","[{""item_ingredients"":""Honeydew Wedges""},{""item_ingredients"":""Cantaloupe Wedges""},{""item_ingredients"":""Pineapple Stars""},{""item_ingredients"":""Strawberries""},{""item_ingredients"":""A Shaped Pineapple""},{""item_ingredients"":""D Shaped Pineapple""}]","$76.49","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/8466_6475_All_Star_Dad_Fresh_Fruit_Arrangement_DAD_lg_s.webp","Regular with Dad","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/8466_6475_All_Star_Dad_Fresh_Fruit_Arrangement_DAD_rg_s .webp"
"1749021604-52","https://www.ediblearrangements.com/new-for-the-season","All Star Dad Fresh Fruit ArrangementSix Sizes Starting At$76.49","https://www.ediblearrangements.com/fruit-gifts/all-star-dad-celebration-8466?ArrangementGroupID=667","All Star Dad Fresh Fruit Arrangement","Product Code: 8466","Make dad, pop, or papa the star of the show with a custom pineapple topper, juicy strawberries, sweet canteloupe, crisp honeydew, and mouth-watering pineapple stars. It's Father's Day! Feed his main character energy with a gift that's all about him.","[{""item_ingredients"":""Honeydew Wedges""},{""item_ingredients"":""Cantaloupe Wedges""},{""item_ingredients"":""Pineapple Stars""},{""item_ingredients"":""Strawberries""},{""item_ingredients"":""A Shaped Pineapple""},{""item_ingredients"":""D Shaped Pineapple""}]","$84.99","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/8466_6475_All_Star_Dad_Fresh_Fruit_Arrangement_DAD_lg_s.webp","Large with Papa","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/8466_6475_All_Star_Dad_Fresh_Fruit_Arrangement_PAPA_lg_s.webp"
"1749021604-53","https://www.ediblearrangements.com/new-for-the-season","All Star Dad Fresh Fruit ArrangementSix Sizes Starting At$76.49","https://www.ediblearrangements.com/fruit-gifts/all-star-dad-celebration-8466?ArrangementGroupID=667","All Star Dad Fresh Fruit Arrangement","Product Code: 8466","Make dad, pop, or papa the star of the show with a custom pineapple topper, juicy strawberries, sweet canteloupe, crisp honeydew, and mouth-watering pineapple stars. It's Father's Day! Feed his main character energy with a gift that's all about him.","[{""item_ingredients"":""Honeydew Wedges""},{""item_ingredients"":""Cantaloupe Wedges""},{""item_ingredients"":""Pineapple Stars""},{""item_ingredients"":""Strawberries""},{""item_ingredients"":""A Shaped Pineapple""},{""item_ingredients"":""D Shaped Pineapple""}]","$84.99","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/8466_6475_All_Star_Dad_Fresh_Fruit_Arrangement_DAD_lg_s.webp","Large with Pop","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/8466_6475_All_Star_Dad_Fresh_Fruit_Arrangement_POP_lg_s.webp"
"1749021604-54","https://www.ediblearrangements.com/new-for-the-season","All Star Dad Fresh Fruit ArrangementSix Sizes Starting At$76.49","https://www.ediblearrangements.com/fruit-gifts/all-star-dad-celebration-8466?ArrangementGroupID=667","All Star Dad Fresh Fruit Arrangement","Product Code: 8466","Make dad, pop, or papa the star of the show with a custom pineapple topper, juicy strawberries, sweet canteloupe, crisp honeydew, and mouth-watering pineapple stars. It's Father's Day! Feed his main character energy with a gift that's all about him.","[{""item_ingredients"":""Honeydew Wedges""},{""item_ingredients"":""Cantaloupe Wedges""},{""item_ingredients"":""Pineapple Stars""},{""item_ingredients"":""Strawberries""},{""item_ingredients"":""A Shaped Pineapple""},{""item_ingredients"":""D Shaped Pineapple""}]","$76.49","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/8466_6475_All_Star_Dad_Fresh_Fruit_Arrangement_DAD_lg_s.webp","Regular with Papa","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/8466_6475_All_Star_Dad_Fresh_Fruit_Arrangement_PAPA_rg_s.webp"
"1749021604-55","https://www.ediblearrangements.com/new-for-the-season","All Star Dad Fresh Fruit ArrangementSix Sizes Starting At$76.49","https://www.ediblearrangements.com/fruit-gifts/all-star-dad-celebration-8466?ArrangementGroupID=667","All Star Dad Fresh Fruit Arrangement","Product Code: 8466","Make dad, pop, or papa the star of the show with a custom pineapple topper, juicy strawberries, sweet canteloupe, crisp honeydew, and mouth-watering pineapple stars. It's Father's Day! Feed his main character energy with a gift that's all about him.","[{""item_ingredients"":""Honeydew Wedges""},{""item_ingredients"":""Cantaloupe Wedges""},{""item_ingredients"":""Pineapple Stars""},{""item_ingredients"":""Strawberries""},{""item_ingredients"":""A Shaped Pineapple""},{""item_ingredients"":""D Shaped Pineapple""}]","$76.49","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/8466_6475_All_Star_Dad_Fresh_Fruit_Arrangement_DAD_lg_s.webp","Regular with Pop","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/8466_6475_All_Star_Dad_Fresh_Fruit_Arrangement_POP_rg_s.webp"
"1749021607-56","https://www.ediblearrangements.com/new-for-the-season","Father's Day Dessert BoardTwo Sizes Starting At$59.99","https://www.ediblearrangements.com/fruit-gifts/father-s-day-dessert-board-9122?ArrangementGroupID=667","Father's Day Dessert Board","Product Code: 9122","This Father's Day, treat him for being the Best Dad Ever with rich hand-dipped strawberries dipped in our very own chocolate recipe, decadent brownies, and a variety of refreshing fruits.","[{""item_ingredients"":""Brownie""},{""item_ingredients"":""Orange Half Slices""},{""item_ingredients"":""Fresh Grapes""},{""item_ingredients"":""White Chocolate Molded Letter B""},{""item_ingredients"":""White Chocolate Molded Letter - D""},{""item_ingredients"":""White Chocolate Molded Letter - E""},{""item_ingredients"":""White Chocolate Molded Letter - R""},{""item_ingredients"":""White Chocolate Molded Letter S""},{""item_ingredients"":""White Chocolate Molded Letter T""},{""item_ingredients"":""White Chocolate Molded Letter - V""},{""item_ingredients"":""Cheesecake - Half Fresh Strawberry""},{""item_ingredients"":""Strawberries""},{""item_ingredients"":""White and Semisweet Chocolate Dipped Bananas""},{""item_ingredients"":""Blueberries""},{""item_ingredients"":""White Chocolate Strawberry""},{""item_ingredients"":""Semisweet Chocolate Dipped Strawberries""}]","$99.99","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9122_6963_Fathers_Day_Dessert_Board_12in_over_s.webp","Medium","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9122_6963_Fathers_Day_Dessert_Board_12in_over_s.webp"
"1749021607-57","https://www.ediblearrangements.com/new-for-the-season","Father's Day Dessert BoardTwo Sizes Starting At$59.99","https://www.ediblearrangements.com/fruit-gifts/father-s-day-dessert-board-9122?ArrangementGroupID=667","Father's Day Dessert Board","Product Code: 9122","This Father's Day, treat him for being the Best Dad Ever with rich hand-dipped strawberries dipped in our very own chocolate recipe, decadent brownies, and a variety of refreshing fruits.","[{""item_ingredients"":""Brownie""},{""item_ingredients"":""Orange Half Slices""},{""item_ingredients"":""Fresh Grapes""},{""item_ingredients"":""White Chocolate Molded Letter B""},{""item_ingredients"":""White Chocolate Molded Letter - D""},{""item_ingredients"":""White Chocolate Molded Letter - E""},{""item_ingredients"":""White Chocolate Molded Letter - R""},{""item_ingredients"":""White Chocolate Molded Letter S""},{""item_ingredients"":""White Chocolate Molded Letter T""},{""item_ingredients"":""White Chocolate Molded Letter - V""},{""item_ingredients"":""Cheesecake - Half Fresh Strawberry""},{""item_ingredients"":""Strawberries""},{""item_ingredients"":""White and Semisweet Chocolate Dipped Bananas""},{""item_ingredients"":""Blueberries""},{""item_ingredients"":""White Chocolate Strawberry""},{""item_ingredients"":""Semisweet Chocolate Dipped Strawberries""}]","$59.99","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9122_6963_Fathers_Day_Dessert_Board_12in_over_s.webp","Small","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9122_6963_Fathers_Day_Dessert_Board_9in_over_s .webp"
"1749021609-58","https://www.ediblearrangements.com/new-for-the-season","Father's Day Chocolate Covered Strawberries BoxThree Sizes Starting At$59.99","https://www.ediblearrangements.com/fruit-gifts/father-s-day-chocolate-covered-strawberries-box-9123?ArrangementGroupID=667","Father's Day Chocolate Covered Strawberries Box","Product Code: 9123","This Father's Day, treat him for being the Best Dad Ever with rich hand-dipped strawberries dipped in our very own chocolate recipe, decadent brownies, and a variety of refreshing fruits.","[{""item_ingredients"":""White Chocolate Molded Letter A""},{""item_ingredients"":""White Chocolate Molded Letter B""},{""item_ingredients"":""White Chocolate Molded Letter - D""},{""item_ingredients"":""White Chocolate Molded Letter - E""},{""item_ingredients"":""White Chocolate Molded Letter - R""},{""item_ingredients"":""White Chocolate Molded Letter S""},{""item_ingredients"":""White Chocolate Molded Letter T""},{""item_ingredients"":""White Chocolate Molded Letter - V""},{""item_ingredients"":""Semisweet Chocolate Dipped Strawberries""},{""item_ingredients"":""White Chocolate Strawberry""}]","$59.99","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9123_6964_Fathers_Day_Chocolate_Covered_Strawberries_Box_DAD_everyday.webp","Dad","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9123_6964_Fathers_Day_Chocolate_Covered_Strawberries_Box_DAD_everyday.webp"
"1749021609-59","https://www.ediblearrangements.com/new-for-the-season","Father's Day Chocolate Covered Strawberries BoxThree Sizes Starting At$59.99","https://www.ediblearrangements.com/fruit-gifts/father-s-day-chocolate-covered-strawberries-box-9123?ArrangementGroupID=667","Father's Day Chocolate Covered Strawberries Box","Product Code: 9123","This Father's Day, treat him for being the Best Dad Ever with rich hand-dipped strawberries dipped in our very own chocolate recipe, decadent brownies, and a variety of refreshing fruits.","[{""item_ingredients"":""White Chocolate Molded Letter A""},{""item_ingredients"":""White Chocolate Molded Letter B""},{""item_ingredients"":""White Chocolate Molded Letter - D""},{""item_ingredients"":""White Chocolate Molded Letter - E""},{""item_ingredients"":""White Chocolate Molded Letter - R""},{""item_ingredients"":""White Chocolate Molded Letter S""},{""item_ingredients"":""White Chocolate Molded Letter T""},{""item_ingredients"":""White Chocolate Molded Letter - V""},{""item_ingredients"":""Semisweet Chocolate Dipped Strawberries""},{""item_ingredients"":""White Chocolate Strawberry""}]","$59.99","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9123_6964_Fathers_Day_Chocolate_Covered_Strawberries_Box_DAD_everyday.webp","Papa","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9123_6964_Fathers_Day_Chocolate_Covered_Strawberries_Box_PAPA_everyday .webp"
"1749021609-60","https://www.ediblearrangements.com/new-for-the-season","Father's Day Chocolate Covered Strawberries BoxThree Sizes Starting At$59.99","https://www.ediblearrangements.com/fruit-gifts/father-s-day-chocolate-covered-strawberries-box-9123?ArrangementGroupID=667","Father's Day Chocolate Covered Strawberries Box","Product Code: 9123","This Father's Day, treat him for being the Best Dad Ever with rich hand-dipped strawberries dipped in our very own chocolate recipe, decadent brownies, and a variety of refreshing fruits.","[{""item_ingredients"":""White Chocolate Molded Letter A""},{""item_ingredients"":""White Chocolate Molded Letter B""},{""item_ingredients"":""White Chocolate Molded Letter - D""},{""item_ingredients"":""White Chocolate Molded Letter - E""},{""item_ingredients"":""White Chocolate Molded Letter - R""},{""item_ingredients"":""White Chocolate Molded Letter S""},{""item_ingredients"":""White Chocolate Molded Letter T""},{""item_ingredients"":""White Chocolate Molded Letter - V""},{""item_ingredients"":""Semisweet Chocolate Dipped Strawberries""},{""item_ingredients"":""White Chocolate Strawberry""}]","$59.99","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9123_6964_Fathers_Day_Chocolate_Covered_Strawberries_Box_DAD_everyday.webp","Pop","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9123_6964_Fathers_Day_Chocolate_Covered_Strawberries_Box_POP_everyday.webp"
"1749021612-61","https://www.ediblearrangements.com/new-for-the-season","Father's Day Mustache ArrangementOne Size$84.99","https://www.ediblearrangements.com/fruit-gifts/father-s-day-mustache-arrangement-9634?ArrangementGroupID=667","Father's Day Mustache Arrangement","Product Code: 9634","This Father's Day, finally ask dad ""I mustache you to admit who your favorite kid is."" Start by getting on his good side with this chocolate-dipped mustache arrangement with a pun that's as kooky as he is. Serve it for dessert after his favorite meal or use it as your Father's Day brunch centerpiece for Dad's perfect day. Now, you can finally ask, ""I mustache you to admit who your favorite child is.""","[{""item_ingredients"":""Pineapple Stars""},{""item_ingredients"":""Semisweet Chocolate Covered Pineapple Mustache""},{""item_ingredients"":""Honeydew Wedges""},{""item_ingredients"":""Cantaloupe Wedges""},{""item_ingredients"":""Strawberries""},{""item_ingredients"":""Semisweet Chocolate Dipped Strawberries""}]","$84.99","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9634_7323_Fathers_Day_Mustache_Arrangement_s.webp","One Size","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9634_7323_Fathers_Day_Mustache_Arrangement_s.webp"
"1749021614-62","https://www.ediblearrangements.com/new-for-the-season","Why Did The Football Sigh? Father's Day ArrangementOne Size$84.99","https://www.ediblearrangements.com/fruit-gifts/why-did-the-football-sigh-father-s-day-arrangement-9635?ArrangementGroupID=667","Why Did The Football Sigh? Father's Day Arrangement","Product Code: 9635","... Because it was deflated! Pump dad up this Father's Day and treat him to something sweet and a fan-fav dad pun that'll have him hollering ""it's good!"" This arrangement comes packed with fresh-cut fruit and chocolate-dipped football apples ready to be devoured.","[{""item_ingredients"":""Pineapple Stars""},{""item_ingredients"":""Honeydew Wedges""},{""item_ingredients"":""Cantaloupe Wedges""},{""item_ingredients"":""Strawberries""},{""item_ingredients"":""Apple Dipped in Semisweet Chocolate topped with Football Laces""}]","$84.99","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9635_7324_Why_Did_The_Football_Sigh_Fathers_Day_Arrangement_s .webp","One Size","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9635_7324_Why_Did_The_Football_Sigh_Fathers_Day_Arrangement_s .webp"
"1749021616-63","https://www.ediblearrangements.com/new-for-the-season","Father's Day No. 1 Golfer Fruit ArrangementTwo Sizes Starting At$84.99","https://www.ediblearrangements.com/fruit-gifts/father-s-day-no-1-golfer-fruit-arrangement-9712?ArrangementGroupID=667","Father's Day No. 1 Golfer Fruit Arrangement","Product Code: 9712","Switch up the typical golf ball gift for something a little sweeter this Father's Day. With your choice of a wholesome ""thanks for putting up with me"" or a flirty ""who's your caddy"" custom container, this gift is perfect from the kiddos or a sweetheart. This arrangement comes with white chocolate golfballs, chocolate dipped berries and apples, and plenty of love.","[{""item_ingredients"":""Honeydew Wedges""},{""item_ingredients"":""Semisweet Chocolate Dipped Apple Wedges""},{""item_ingredients"":""Strawberries dipped in white chocolate with green swizzle""},{""item_ingredients"":""Small Pineapple Circle - White - White Sequins""},{""item_ingredients"":""Strawberry - Semi - Swizzle - Green 802""}]","$84.99","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9712_7375_Fathers_Day_No1_Golfer_Fruit_Arrangement_caddy_s.webp","Who is Your Caddy","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9712_7375_Fathers_Day_No1_Golfer_Fruit_Arrangement_caddy_s.webp"
"1749021616-64","https://www.ediblearrangements.com/new-for-the-season","Father's Day No. 1 Golfer Fruit ArrangementTwo Sizes Starting At$84.99","https://www.ediblearrangements.com/fruit-gifts/father-s-day-no-1-golfer-fruit-arrangement-9712?ArrangementGroupID=667","Father's Day No. 1 Golfer Fruit Arrangement","Product Code: 9712","Switch up the typical golf ball gift for something a little sweeter this Father's Day. With your choice of a wholesome ""thanks for putting up with me"" or a flirty ""who's your caddy"" custom container, this gift is perfect from the kiddos or a sweetheart. This arrangement comes with white chocolate golfballs, chocolate dipped berries and apples, and plenty of love.","[{""item_ingredients"":""Honeydew Wedges""},{""item_ingredients"":""Semisweet Chocolate Dipped Apple Wedges""},{""item_ingredients"":""Strawberries dipped in white chocolate with green swizzle""},{""item_ingredients"":""Small Pineapple Circle - White - White Sequins""},{""item_ingredients"":""Strawberry - Semi - Swizzle - Green 802""}]","$84.99","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9712_7375_Fathers_Day_No1_Golfer_Fruit_Arrangement_caddy_s.webp","Putting Up With Me","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9712_7375_Fathers_Day_No1_Golfer_Fruit_Arrangement_putting_s.webp"
