web-scraper-order,web-scraper-start-url,item_link,item_link-href,item_name,product_id,item_description,item_ingredients,item_price,item_img-src,item_option,item_options_img-src
"1749021766-235","https://www.ediblearrangements.com/new-for-the-season","With Tajín®Sweet Summer Daisy Fruit ArrangementFour Sizes Starting At$59.99","https://www.ediblearrangements.com/fruit-gifts/sweet-summer-daisy?ArrangementGroupID=667","Sweet Summer Daisy Fruit Arrangement","Product Code: 5547","If you could taste a ray of summer sunshine, we imagine it would taste a lot like our sweet summer daisy. Whether it's a gift or a mid-summer treat, this beautiful bouquet is packed and assorted with all the delicious fruit flavors that summer has to offer. And new to this season, get a taste of summer with our Tajín™ sprinkled, white chocolate dipped option.","[{""item_ingredients"":""Sun-Shaped Pineapple""},{""item_ingredients"":""Kiwi""},{""item_ingredients"":""Strawberries""},{""item_ingredients"":""Watermelon Sticks""},{""item_ingredients"":""Blueberry Skewer""},{""item_ingredients"":""Mango""}]","$59.99","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/5547_4839_Sweet_Summer_Daisy_Fruit_Arrangement_rg_s.webp","Petite","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/5547_4839_Sweet_Summer_Daisy_Fruit_Arrangement_pt_s.webp"
"1749021766-236","https://www.ediblearrangements.com/new-for-the-season","With Tajín®Sweet Summer Daisy Fruit ArrangementFour Sizes Starting At$59.99","https://www.ediblearrangements.com/fruit-gifts/sweet-summer-daisy?ArrangementGroupID=667","Sweet Summer Daisy Fruit Arrangement","Product Code: 5547","If you could taste a ray of summer sunshine, we imagine it would taste a lot like our sweet summer daisy. Whether it's a gift or a mid-summer treat, this beautiful bouquet is packed and assorted with all the delicious fruit flavors that summer has to offer. And new to this season, get a taste of summer with our Tajín™ sprinkled, white chocolate dipped option.","[{""item_ingredients"":""Sun-Shaped Pineapple""},{""item_ingredients"":""Kiwi""},{""item_ingredients"":""Strawberries""},{""item_ingredients"":""Watermelon Sticks""},{""item_ingredients"":""Blueberry Skewer""},{""item_ingredients"":""Mango""}]","$89.99","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/5547_4839_Sweet_Summer_Daisy_Fruit_Arrangement_rg_s.webp","Regular Dipped with Tajín™","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/5547_4839_Sweet_Summer_Daisy_Fruit_Arrangement_Tajin_rg_s.webp"
"1749021766-237","https://www.ediblearrangements.com/new-for-the-season","With Tajín®Sweet Summer Daisy Fruit ArrangementFour Sizes Starting At$59.99","https://www.ediblearrangements.com/fruit-gifts/sweet-summer-daisy?ArrangementGroupID=667","Sweet Summer Daisy Fruit Arrangement","Product Code: 5547","If you could taste a ray of summer sunshine, we imagine it would taste a lot like our sweet summer daisy. Whether it's a gift or a mid-summer treat, this beautiful bouquet is packed and assorted with all the delicious fruit flavors that summer has to offer. And new to this season, get a taste of summer with our Tajín™ sprinkled, white chocolate dipped option.","[{""item_ingredients"":""Sun-Shaped Pineapple""},{""item_ingredients"":""Kiwi""},{""item_ingredients"":""Strawberries""},{""item_ingredients"":""Watermelon Sticks""},{""item_ingredients"":""Blueberry Skewer""},{""item_ingredients"":""Mango""}]","$64.99","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/5547_4839_Sweet_Summer_Daisy_Fruit_Arrangement_rg_s.webp","Petite Dipped with Tajín™","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/5547_4839_Sweet_Summer_Daisy_Fruit_Arrangement_Tajin_pt_s.webp"
"1749021769-238","https://www.ediblearrangements.com/new-for-the-season","Assorted Cupcake BoxTwo Sizes Starting At$41.99","https://www.ediblearrangements.com/fruit-gifts/assorted-cupcake-box-6ct-9739?ArrangementGroupID=667","Assorted Cupcake Box","Product Code: 9739","Cupcakes make summer days brighter. While this is an unproven fact, you can be certain that these will hit the spot. Send an assortment to anyone that needs some extra sunshine. This mix is a combination of our signature flavors and limited-edition summer varieties.

Signature Flavors: Vanilla Celebration, Signature Chocolate Strawberry (with strawberry filling), and Classic Double Chocolate (with chocolate filling).

Seasonal Flavors: White Chocolate Banana Graham (with pudding filling), tuxedo Chocolate Cookie, and Old Fashioned Sundae.","[{""item_ingredients"":""Signature Strawberry Cupcake""},{""item_ingredients"":""Celebration Cupcake""},{""item_ingredients"":""Double Chocolate Cupcake""},{""item_ingredients"":""Banana Pudding Cupcake""},{""item_ingredients"":""Tuxedo Cupcake""},{""item_ingredients"":""Vanilla Caramel Waffle Cone Cupcake""}]","$41.99","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9739_7407_Assorted_Cupcake_Box_summer_6ct.webp","6 Cupcakes","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9739_7407_Assorted_Cupcake_Box_summer_6ct.webp"
"1749021769-239","https://www.ediblearrangements.com/new-for-the-season","Assorted Cupcake BoxTwo Sizes Starting At$41.99","https://www.ediblearrangements.com/fruit-gifts/assorted-cupcake-box-6ct-9739?ArrangementGroupID=667","Assorted Cupcake Box","Product Code: 9739","Cupcakes make summer days brighter. While this is an unproven fact, you can be certain that these will hit the spot. Send an assortment to anyone that needs some extra sunshine. This mix is a combination of our signature flavors and limited-edition summer varieties.

Signature Flavors: Vanilla Celebration, Signature Chocolate Strawberry (with strawberry filling), and Classic Double Chocolate (with chocolate filling).

Seasonal Flavors: White Chocolate Banana Graham (with pudding filling), tuxedo Chocolate Cookie, and Old Fashioned Sundae.","[{""item_ingredients"":""Signature Strawberry Cupcake""},{""item_ingredients"":""Celebration Cupcake""},{""item_ingredients"":""Double Chocolate Cupcake""},{""item_ingredients"":""Banana Pudding Cupcake""},{""item_ingredients"":""Tuxedo Cupcake""},{""item_ingredients"":""Vanilla Caramel Waffle Cone Cupcake""}]","$61.99","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9739_7407_Assorted_Cupcake_Box_summer_6ct.webp","12 Cupcakes","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9739_7407_Assorted_Cupcake_Box_summer_12ct.webp"
"1749021771-240","https://www.ediblearrangements.com/new-for-the-season","FREE SHIPPINGSunny Summer BouquetOne Size$84.99","https://www.ediblearrangements.com/fruit-gifts/sunny-summer-bouquet-9802?ArrangementGroupID=667","Sunny Summer Bouquet","Product Code: 9802","The heart of a perfect summer day is a bright, sunny blue sky. Keep the perfect day in a jar with this whimsical bouquet of sunflowers, butter yellow roses, pops of blue, and more fresh, seasonal blooms.","[]","$84.99","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9802_Sunny_Summer_Bouquet_ELT_vase_s.webp","One Size","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9802_Sunny_Summer_Bouquet_ELT_vase_s.webp"
"1749021773-241","https://www.ediblearrangements.com/new-for-the-season","Grand Premium OrchidFour Sizes Starting At$149.99","https://www.ediblearrangements.com/fruit-gifts/grand-premium-orchid-9766?ArrangementGroupID=667","Grand Premium Orchid","Product Code: 9766","Tropical breezes, coming right up. They'll feel the love (and the vibes) when a beautiful small blooming orchid is delievered. It's a great gift for birthdays, anniversaries, thank you's, or just to say """"thinking of you."""" Available in your choice of white, watercolor blue, watercolor purple or watercolor pink.

Orchid Care:
- Soak the pot in water for about 10-15 minutes once the soil is dry, ensuring the roots absorb enough moisture, then drain thoroughly. Avoid wetting the leaves, especially the crown, to prevent rot
- Keep in bright indirect light
- Orchids thrive in 65° - 85° climates","[]","$159.99","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9766_Grand_Premium_Orchid_ELT_lg_blue.webp","Watercolor Blue","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9766_Grand_Premium_Orchid_ELT_lg_blue.webp"
"1749021773-242","https://www.ediblearrangements.com/new-for-the-season","Grand Premium OrchidFour Sizes Starting At$149.99","https://www.ediblearrangements.com/fruit-gifts/grand-premium-orchid-9766?ArrangementGroupID=667","Grand Premium Orchid","Product Code: 9766","Tropical breezes, coming right up. They'll feel the love (and the vibes) when a beautiful small blooming orchid is delievered. It's a great gift for birthdays, anniversaries, thank you's, or just to say """"thinking of you."""" Available in your choice of white, watercolor blue, watercolor purple or watercolor pink.

Orchid Care:
- Soak the pot in water for about 10-15 minutes once the soil is dry, ensuring the roots absorb enough moisture, then drain thoroughly. Avoid wetting the leaves, especially the crown, to prevent rot
- Keep in bright indirect light
- Orchids thrive in 65° - 85° climates","[]","$159.99","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9766_Grand_Premium_Orchid_ELT_lg_blue.webp","Watercolor Purple","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9766_Grand_Premium_Orchid_ELT_lg_purple.webp"
"1749021773-243","https://www.ediblearrangements.com/new-for-the-season","Grand Premium OrchidFour Sizes Starting At$149.99","https://www.ediblearrangements.com/fruit-gifts/grand-premium-orchid-9766?ArrangementGroupID=667","Grand Premium Orchid","Product Code: 9766","Tropical breezes, coming right up. They'll feel the love (and the vibes) when a beautiful small blooming orchid is delievered. It's a great gift for birthdays, anniversaries, thank you's, or just to say """"thinking of you."""" Available in your choice of white, watercolor blue, watercolor purple or watercolor pink.

Orchid Care:
- Soak the pot in water for about 10-15 minutes once the soil is dry, ensuring the roots absorb enough moisture, then drain thoroughly. Avoid wetting the leaves, especially the crown, to prevent rot
- Keep in bright indirect light
- Orchids thrive in 65° - 85° climates","[]","$159.99","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9766_Grand_Premium_Orchid_ELT_lg_blue.webp","Watercolor Pink","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9766_Grand_Premium_Orchid_ELT_lg_pink.webp"
"1749021773-244","https://www.ediblearrangements.com/new-for-the-season","Grand Premium OrchidFour Sizes Starting At$149.99","https://www.ediblearrangements.com/fruit-gifts/grand-premium-orchid-9766?ArrangementGroupID=667","Grand Premium Orchid","Product Code: 9766","Tropical breezes, coming right up. They'll feel the love (and the vibes) when a beautiful small blooming orchid is delievered. It's a great gift for birthdays, anniversaries, thank you's, or just to say """"thinking of you."""" Available in your choice of white, watercolor blue, watercolor purple or watercolor pink.

Orchid Care:
- Soak the pot in water for about 10-15 minutes once the soil is dry, ensuring the roots absorb enough moisture, then drain thoroughly. Avoid wetting the leaves, especially the crown, to prevent rot
- Keep in bright indirect light
- Orchids thrive in 65° - 85° climates","[]","$149.99","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9766_Grand_Premium_Orchid_ELT_lg_blue.webp","White","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9766_Grand_Premium_Orchid_ELT_lg_white.webp"
"1749021776-245","https://www.ediblearrangements.com/new-for-the-season","Midsize Premium OrchidFour Sizes Starting At$119.99","https://www.ediblearrangements.com/fruit-gifts/midsize-premium-orchid-9767?ArrangementGroupID=667","Midsize Premium Orchid","Product Code: 9767","Tropical breezes, coming right up. They'll feel the love (and the vibes) when a beautiful small blooming orchid is delievered. It's a great gift for birthdays, anniversaries, thank you's, or just to say """"thinking of you."""" Available in your choice of white, watercolor blue, watercolor purple or watercolor pink.

Orchid Care:
- Water once a week with 1/3 a cup of water or several ice cubes
- Keep in bright indirect light
- Orchids thrive in 65° - 85° climates","[]","$119.99","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9767_Midsize_Premium_Orchid_ELT_md_white.webp","White","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9767_Midsize_Premium_Orchid_ELT_md_white.webp"
"1749021776-246","https://www.ediblearrangements.com/new-for-the-season","Midsize Premium OrchidFour Sizes Starting At$119.99","https://www.ediblearrangements.com/fruit-gifts/midsize-premium-orchid-9767?ArrangementGroupID=667","Midsize Premium Orchid","Product Code: 9767","Tropical breezes, coming right up. They'll feel the love (and the vibes) when a beautiful small blooming orchid is delievered. It's a great gift for birthdays, anniversaries, thank you's, or just to say """"thinking of you."""" Available in your choice of white, watercolor blue, watercolor purple or watercolor pink.

Orchid Care:
- Water once a week with 1/3 a cup of water or several ice cubes
- Keep in bright indirect light
- Orchids thrive in 65° - 85° climates","[]","$129.99","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9767_Midsize_Premium_Orchid_ELT_md_white.webp","Watercolor Blue","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9767_Midsize_Premium_Orchid_ELT_md_blue.webp"
"1749021776-247","https://www.ediblearrangements.com/new-for-the-season","Midsize Premium OrchidFour Sizes Starting At$119.99","https://www.ediblearrangements.com/fruit-gifts/midsize-premium-orchid-9767?ArrangementGroupID=667","Midsize Premium Orchid","Product Code: 9767","Tropical breezes, coming right up. They'll feel the love (and the vibes) when a beautiful small blooming orchid is delievered. It's a great gift for birthdays, anniversaries, thank you's, or just to say """"thinking of you."""" Available in your choice of white, watercolor blue, watercolor purple or watercolor pink.

Orchid Care:
- Water once a week with 1/3 a cup of water or several ice cubes
- Keep in bright indirect light
- Orchids thrive in 65° - 85° climates","[]","$129.99","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9767_Midsize_Premium_Orchid_ELT_md_white.webp","Watercolor Purple","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9767_Midsize_Premium_Orchid_ELT_md_purple.webp"
"1749021776-248","https://www.ediblearrangements.com/new-for-the-season","Midsize Premium OrchidFour Sizes Starting At$119.99","https://www.ediblearrangements.com/fruit-gifts/midsize-premium-orchid-9767?ArrangementGroupID=667","Midsize Premium Orchid","Product Code: 9767","Tropical breezes, coming right up. They'll feel the love (and the vibes) when a beautiful small blooming orchid is delievered. It's a great gift for birthdays, anniversaries, thank you's, or just to say """"thinking of you."""" Available in your choice of white, watercolor blue, watercolor purple or watercolor pink.

Orchid Care:
- Water once a week with 1/3 a cup of water or several ice cubes
- Keep in bright indirect light
- Orchids thrive in 65° - 85° climates","[]","$129.99","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9767_Midsize_Premium_Orchid_ELT_md_white.webp","Watercolor Pink","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9767_Midsize_Premium_Orchid_ELT_md_pink.webp"
"1749021778-249","https://www.ediblearrangements.com/new-for-the-season","Small Premium OrchidOne Size$104.99","https://www.ediblearrangements.com/fruit-gifts/midsize-premium-orchid-9768?ArrangementGroupID=667","Small Premium Orchid","Product Code: 9768","""Tropical breezes, coming right up. They'll feel the love (and the vibes) when a beautiful small blooming orchid is delievered. It's a great gift for birthdays, anniversaries, thank you's, or just to say """"thinking of you."""" Available in your choice of white, watercolor blue, watercolor purple or watercolor pink.

Orchid Care:
- Water once a week with 1/3 a cup of water or several ice cubes
- Keep in bright indirect light
- Orchids thrive in 65° - 85° climates""","[]","$104.99","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9768_Small_Premium_Orchid_ELT_sm_white.webp","White","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9768_Small_Premium_Orchid_ELT_sm_white.webp"
"1749021781-250","https://www.ediblearrangements.com/new-for-the-season","Stars & Stripes Berry Dessert BoxOne Size$49.99","https://www.ediblearrangements.com/fruit-gifts/stars-stripes-berry-dessert-box-9677?ArrangementGroupID=667","Stars & Stripes Berry Dessert Box","Product Code: 9677","Oh say can you see? By the strawbs early light! Get ready to get patriotic with this box of festive dipped berries and star spangled cheesecake and brownie bites. Whether you're shopping for the party or yourself, this delight is sure to get you in the summer spirit.","[{""item_ingredients"":""Brownie""},{""item_ingredients"":""Cheesecake - Small Pineapple Star - Semi Chocolate - Red Swizzle""},{""item_ingredients"":""Box Berry White Swizzle""},{""item_ingredients"":""Blue Colored White Chocolate Covered Strawberry Topped with Crispies""}]","$49.99","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9677_7348_Stars_and_Stripes_Delights_Box_everyday.webp","One Size","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9677_7348_Stars_and_Stripes_Delights_Box_everyday.webp"
"1749021784-251","https://www.ediblearrangements.com/new-for-the-season","Mini Bouquet, Truffles, & Balloon Gift SetSix Sizes Starting At$29.97","https://www.ediblearrangements.com/fruit-gifts/mini-bouquet-truffles-balloon-gift-set-9694?ArrangementGroupID=667","Mini Bouquet, Truffles, & Balloon Gift Set","Product Code: 9694","Send someone a ray of light on a gloomy day or a reason to celebrate with this gift set of our mini flower bouquet, truffles and your choice of foil balloon. If you're looking for ""a little something,"" to send, you've found it.","[]","$29.97","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9694_7359_Mini_Bouquet_Truffles_and_Balloon_Gift_Set_HBD.webp","Birthday","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9694_7359_Mini_Bouquet_Truffles_and_Balloon_Gift_Set_HBD.webp"
"1749021784-252","https://www.ediblearrangements.com/new-for-the-season","Mini Bouquet, Truffles, & Balloon Gift SetSix Sizes Starting At$29.97","https://www.ediblearrangements.com/fruit-gifts/mini-bouquet-truffles-balloon-gift-set-9694?ArrangementGroupID=667","Mini Bouquet, Truffles, & Balloon Gift Set","Product Code: 9694","Send someone a ray of light on a gloomy day or a reason to celebrate with this gift set of our mini flower bouquet, truffles and your choice of foil balloon. If you're looking for ""a little something,"" to send, you've found it.","[]","$29.97","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9694_7359_Mini_Bouquet_Truffles_and_Balloon_Gift_Set_HBD.webp","Thank You","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9694_7359_Mini_Bouquet_Truffles_and_Balloon_Gift_Set_thanks.webp"
"1749021784-253","https://www.ediblearrangements.com/new-for-the-season","Mini Bouquet, Truffles, & Balloon Gift SetSix Sizes Starting At$29.97","https://www.ediblearrangements.com/fruit-gifts/mini-bouquet-truffles-balloon-gift-set-9694?ArrangementGroupID=667","Mini Bouquet, Truffles, & Balloon Gift Set","Product Code: 9694","Send someone a ray of light on a gloomy day or a reason to celebrate with this gift set of our mini flower bouquet, truffles and your choice of foil balloon. If you're looking for ""a little something,"" to send, you've found it.","[]","$29.97","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9694_7359_Mini_Bouquet_Truffles_and_Balloon_Gift_Set_HBD.webp","I Love You","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9694_7359_Mini_Bouquet_Truffles_and_Balloon_Gift_Set_ILY.webp"
"1749021784-254","https://www.ediblearrangements.com/new-for-the-season","Mini Bouquet, Truffles, & Balloon Gift SetSix Sizes Starting At$29.97","https://www.ediblearrangements.com/fruit-gifts/mini-bouquet-truffles-balloon-gift-set-9694?ArrangementGroupID=667","Mini Bouquet, Truffles, & Balloon Gift Set","Product Code: 9694","Send someone a ray of light on a gloomy day or a reason to celebrate with this gift set of our mini flower bouquet, truffles and your choice of foil balloon. If you're looking for ""a little something,"" to send, you've found it.","[]","$29.97","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9694_7359_Mini_Bouquet_Truffles_and_Balloon_Gift_Set_HBD.webp","Get Well Soon","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9694_7359_Mini_Bouquet_Truffles_and_Balloon_Gift_Set_get_well.webp"
"1749021784-255","https://www.ediblearrangements.com/new-for-the-season","Mini Bouquet, Truffles, & Balloon Gift SetSix Sizes Starting At$29.97","https://www.ediblearrangements.com/fruit-gifts/mini-bouquet-truffles-balloon-gift-set-9694?ArrangementGroupID=667","Mini Bouquet, Truffles, & Balloon Gift Set","Product Code: 9694","Send someone a ray of light on a gloomy day or a reason to celebrate with this gift set of our mini flower bouquet, truffles and your choice of foil balloon. If you're looking for ""a little something,"" to send, you've found it.","[]","$29.97","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9694_7359_Mini_Bouquet_Truffles_and_Balloon_Gift_Set_HBD.webp","Congrats","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9694_7359_Mini_Bouquet_Truffles_and_Balloon_Gift_Set_congrats.webp"
"1749021784-256","https://www.ediblearrangements.com/new-for-the-season","Mini Bouquet, Truffles, & Balloon Gift SetSix Sizes Starting At$29.97","https://www.ediblearrangements.com/fruit-gifts/mini-bouquet-truffles-balloon-gift-set-9694?ArrangementGroupID=667","Mini Bouquet, Truffles, & Balloon Gift Set","Product Code: 9694","Send someone a ray of light on a gloomy day or a reason to celebrate with this gift set of our mini flower bouquet, truffles and your choice of foil balloon. If you're looking for ""a little something,"" to send, you've found it.","[]","$29.97","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9694_7359_Mini_Bouquet_Truffles_and_Balloon_Gift_Set_HBD.webp","Smiley Face","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9694_7359_Mini_Bouquet_Truffles_and_Balloon_Gift_Set_smile.webp"
"1749021786-257","https://www.ediblearrangements.com/new-for-the-season","Sun-sational Summer Arrangement & CookiesTwo Sizes Starting At$126.98","https://www.ediblearrangements.com/fruit-gifts/sun-sational-summer-arrangement-cookies-9679?ArrangementGroupID=667","Sun-sational Summer Arrangement & Cookies","Product Code: 9679","Fresh-cut fruit and fresh-baked cookies sure make for a nostalgic summer treat. Feast on pineapple, watermelon, kiwi, and a decadent limited-time cookie for that perfect, play-all-day 3 pm summer pick up.","[{""item_ingredients"":""Sun-Shaped Pineapple""},{""item_ingredients"":""Kiwi""},{""item_ingredients"":""Watermelon Sticks""},{""item_ingredients"":""Strawberries""},{""item_ingredients"":""Blueberry Skewer""},{""item_ingredients"":""Mango""}]","$126.98","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9679_Sun_sational_Summer_Arrangement_and_Cookies_spring_US.webp","6ct Seasonal Cookie Box","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9679_Sun_sational_Summer_Arrangement_and_Cookies_spring_US.webp"
"1749021786-258","https://www.ediblearrangements.com/new-for-the-season","Sun-sational Summer Arrangement & CookiesTwo Sizes Starting At$126.98","https://www.ediblearrangements.com/fruit-gifts/sun-sational-summer-arrangement-cookies-9679?ArrangementGroupID=667","Sun-sational Summer Arrangement & Cookies","Product Code: 9679","Fresh-cut fruit and fresh-baked cookies sure make for a nostalgic summer treat. Feast on pineapple, watermelon, kiwi, and a decadent limited-time cookie for that perfect, play-all-day 3 pm summer pick up.","[{""item_ingredients"":""Sun-Shaped Pineapple""},{""item_ingredients"":""Kiwi""},{""item_ingredients"":""Watermelon Sticks""},{""item_ingredients"":""Strawberries""},{""item_ingredients"":""Blueberry Skewer""},{""item_ingredients"":""Mango""}]","$126.98","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9679_Sun_sational_Summer_Arrangement_and_Cookies_spring_US.webp","6ct Signature Cookie Box","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9679_Sun_sational_Summer_Arrangement_and_Cookies_everyday_US.webp"
"1749021789-259","https://www.ediblearrangements.com/new-for-the-season","With Tajín®Fresh Fruit Platter & Dipped Fruit with Tajín™ Gift SetTwo Sizes Starting At$99.98","https://www.ediblearrangements.com/fruit-gifts/fresh-fruit-platter-dipped-fruit-with-tajin-gift-set-9691?ArrangementGroupID=667","Fresh Fruit Platter & Dipped Fruit with Tajín™ Gift Set","Product Code: 9691","Get into the summer spirit with our fresh summer fruit and our Tajín™ dipped berries for some extra sizzle. This zesty chocolately combo is the refreshing treat you're looking for when the summer hits that way-too-hot temperature.","[{""item_ingredients"":""Strawberries""},{""item_ingredients"":""Pineapple Daisies""},{""item_ingredients"":""Cantaloupe Balls""},{""item_ingredients"":""Watermelon Wedges""},{""item_ingredients"":""Fresh Grapes""},{""item_ingredients"":""Blueberries""},{""item_ingredients"":""Orange Half Slices""},{""item_ingredients"":""Mango Half""},{""item_ingredients"":""Kiwi Half""},{""item_ingredients"":""White Chocolate Dipped Pineapple Daisies with Tajin""},{""item_ingredients"":""Strawberries Dipped in White Chocolate Topped with Tajin""},{""item_ingredients"":""Mini Tajín Bottle""}]","$126.98","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9691_7356_Fresh_Fruit_Platter_and_Dipped_Fruit_with_Tajín_Gift_Set_12ct.webp","12ct","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9691_7356_Fresh_Fruit_Platter_and_Dipped_Fruit_with_Tajín_Gift_Set_12ct.webp"
"1749021789-260","https://www.ediblearrangements.com/new-for-the-season","With Tajín®Fresh Fruit Platter & Dipped Fruit with Tajín™ Gift SetTwo Sizes Starting At$99.98","https://www.ediblearrangements.com/fruit-gifts/fresh-fruit-platter-dipped-fruit-with-tajin-gift-set-9691?ArrangementGroupID=667","Fresh Fruit Platter & Dipped Fruit with Tajín™ Gift Set","Product Code: 9691","Get into the summer spirit with our fresh summer fruit and our Tajín™ dipped berries for some extra sizzle. This zesty chocolately combo is the refreshing treat you're looking for when the summer hits that way-too-hot temperature.","[{""item_ingredients"":""Strawberries""},{""item_ingredients"":""Pineapple Daisies""},{""item_ingredients"":""Cantaloupe Balls""},{""item_ingredients"":""Watermelon Wedges""},{""item_ingredients"":""Fresh Grapes""},{""item_ingredients"":""Blueberries""},{""item_ingredients"":""Orange Half Slices""},{""item_ingredients"":""Mango Half""},{""item_ingredients"":""Kiwi Half""},{""item_ingredients"":""White Chocolate Dipped Pineapple Daisies with Tajin""},{""item_ingredients"":""Strawberries Dipped in White Chocolate Topped with Tajin""},{""item_ingredients"":""Mini Tajín Bottle""}]","$99.98","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9691_7356_Fresh_Fruit_Platter_and_Dipped_Fruit_with_Tajín_Gift_Set_12ct.webp","6ct","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9691_7356_Fresh_Fruit_Platter_and_Dipped_Fruit_with_Tajín_Gift_Set_6ct.webp"
